Id,Title,Year,Rating,Runtime,Critic.Score,Box.Office
2189,Radio Free Albemuth,2010,R,111,36,0.2
2190,Bringing Up Bobby,2011,PG-13,93,17,0.005
2191,Restless City,2011,R,80,45,0.0081
2192,The Last Mountain,2011,PG,95,80,0.1
2193,Gun Hill Road,2011,R,86,62,0.1
2194,The Details,2011,R,91,46,0.0636
2195,Down the Shore,2011,R,93,50,0.0048
2196,Season of the Witch,2011,PG-13,95,9,24.8
2197,The Dilemma,2011,PG-13,111,24,48.4
2198,The Green Hornet,2011,PG-13,119,43,98.8
2199,Pariah,2011,R,86,93,0.8
2200,"Connected: An Autoblogography About Love, Death & Technology",2011,PG,82,36,0.0133
2201,No Strings Attached,2011,R,108,48,70.6
2202,Little Birds,2011,R,94,53,0.0166
2203,Thin Ice,2011,R,93,69,0.8
2204,Life in a Day,2011,PG-13,95,80,0.2
2205,The Mechanic,2011,R,93,53,29.1
2206,From Prada to Nada,2011,PG-13,107,21,3.0
2207,The Rite,2011,PG-13,114,21,33.0
2208,Sanctum,2011,R,108,30,23.1
2209,The Roommate,2011,PG-13,91,4,37.3
2210,Gnomeo & Juliet,2011,G,84,55,99.8
2211,Justin Bieber: Never Say Never,2011,G,105,64,73.0
2212,The Eagle,2011,PG-13,114,39,19.5
2213,Just Go with It,2011,PG-13,117,19,103.0
2214,The Last Lions,2011,PG,88,87,0.6
2215,"Big Mommas: Like Father, Like Son",2011,PG-13,107,5,37.9
2216,I Am Number Four,2011,PG-13,109,33,55.1
2217,Drive Angry,2011,R,104,45,10.7
2218,Hall Pass,2011,R,105,34,45.0
2219,Elevate,2011,PG,81,73,0.0035
2220,Take Me Home Tonight,2011,R,97,28,6.9
2221,Rango,2011,PG,107,87,123.2
2222,Beastly,2011,PG-13,86,21,27.9
2223,The Adjustment Bureau,2011,PG-13,106,72,62.5
2224,Battle Los Angeles,2011,PG-13,116,35,83.5
2225,Red Riding Hood,2011,PG-13,100,10,37.7
2226,Mars Needs Moms,2011,PG,88,37,21.4
2227,The FP,2011,R,82,48,0.0406
2228,American Animal,2011,R,95,59,0.0059
2229,Paul,2011,R,104,71,37.4
2230,The Lincoln Lawyer,2011,R,118,83,58.0
2231,Cedar Rapids,2011,R,87,86,6.9
2232,Limitless,2011,PG-13,105,70,79.2
2233,Sucker Punch,2011,PG-13,110,23,36.4
2234,There Be Dragons,2011,PG-13,122,11,1.1
2235,Diary of a Wimpy Kid: Rodrick Rules,2011,PG,99,48,52.7
2236,Hop,2011,PG,95,25,108.0
2237,Source Code,2011,PG-13,93,92,54.7
2238,Restless,2011,PG-13,91,36,0.2
2239,Hanna,2011,PG-13,111,71,40.2
2240,Your Highness,2011,R,102,27,21.6
2241,Arthur,2011,PG-13,110,26,33.0
2242,Soul Surfer,2011,PG,106,46,43.9
2243,Born to Be Wild,2011,G,40,98,24.2
2244,Rio,2011,G,96,72,143.6
2245,Atlas Shrugged: Part I,2011,PG-13,97,11,4.6
2246,Scream 4,2011,R,111,59,38.2
2247,Win Win,2011,R,106,94,10.2
2248,New York Says Thank You,2011,G,86,0,0.5
2249,African Cats,2011,G,89,71,15.4
2250,Jane Eyre,2011,PG-13,120,84,11.2
2251,Madea's Big Happy Family,2011,PG-13,106,38,53.3
2252,Water for Elephants,2011,PG-13,120,60,58.7
2253,The Perfect Family,2011,PG-13,84,48,0.1
2254,Prom,2011,PG,104,36,10.1
2255,Fast Five,2011,PG-13,131,78,209.8
2256,Hoodwinked Too! Hood vs. Evil,2011,PG,86,11,10.1
2257,Balls to the Wall,2011,R,85,0,0.0031
2258,InSight,2011,R,92,0,0.017
2259,"Wild Horse, Wild Ride",2011,PG,106,93,0.0946
2260,Jumping the Broom,2011,PG-13,112,56,37.3
2261,Thor,2011,PG-13,115,77,181.0
2262,Priest,2011,PG-13,87,16,29.1
2263,Bridesmaids,2011,R,125,90,169.1
2264,The Tree of Life,2011,PG-13,139,84,13.3
2265,The Beaver,2011,PG-13,91,61,1.0
2266,35 and Ticking,2011,R,104,0,0.1
2267,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136,33,241.1
2268,Kung Fu Panda 2,2011,PG,91,81,165.2
2269,The Hangover Part II,2011,R,102,34,254.5
2270,The Ledge,2011,R,101,14,0.0052
2271,X-Men: First Class,2011,PG-13,132,87,146.4
2272,5 Days of War,2011,R,113,33,0.0172
2273,Judy Moody and the Not Bummer Summer,2011,PG,91,19,15.0
2274,Super 8,2011,PG-13,112,82,127.0
2275,Midnight in Paris,2011,PG-13,94,93,56.8
2276,Green Lantern,2011,PG-13,114,26,116.6
2277,The Art of Getting By,2011,PG-13,83,18,1.4
2278,Mr. Popper's Penguins,2011,PG,94,48,68.2
2279,Snow Flower and the Secret Fan,2011,PG-13,120,21,1.3
2280,Cars 2,2011,G,106,39,191.5
2281,"Love, Wedding, Marriage",2011,PG-13,90,0,0.0014
2282,Bad Teacher,2011,R,92,44,100.3
2283,Transformers: Dark of the Moon,2011,PG-13,154,35,352.4
2284,Larry Crowne,2011,PG-13,98,36,35.6
2285,Monte Carlo,2011,PG,109,38,23.2
2286,Zookeeper,2011,PG,102,14,80.4
2287,Horrible Bosses,2011,R,98,69,117.5
2288,The Son of No One,2011,R,90,16,0.0289
2289,Salvation Boulevard,2011,R,96,21,0.0274
2290,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,96,381.0
2291,Winnie the Pooh,2011,G,63,90,26.7
2292,Captain America: The First Avenger,2011,PG-13,124,79,176.6
2293,Friends with Benefits,2011,R,109,70,55.8
2294,A Better Life,2011,PG-13,98,85,1.8
2295,"Crazy, Stupid, Love.",2011,PG-13,118,78,84.3
2296,Cowboys & Aliens,2011,PG-13,119,44,100.2
2297,The Smurfs,2011,PG,103,22,142.6
2298,Rise of the Planet of the Apes,2011,PG-13,105,82,176.7
2299,Magic Trip,2011,R,107,69,0.2
2300,The Change-Up,2011,R,112,25,37.0
2301,The Help,2011,PG-13,146,76,169.7
2302,30 Minutes or Less,2011,R,83,44,37.1
2303,Final Destination 5,2011,R,92,61,42.6
2304,Glee: The 3D Concert Movie,2011,PG,84,60,11.9
2305,Project Nim,2011,PG-13,93,98,0.4
2306,The Future,2011,R,91,71,0.6
2307,Conan O'Brien Can't Stop,2011,R,89,80,0.3
2308,Fright Night,2011,R,106,72,18.3
2309,Spy Kids: All the Time in the World in 4D,2011,PG,89,22,38.5
2310,One Day,2011,PG-13,107,36,13.8
2311,Conan the Barbarian,2011,R,113,24,21.3
2312,The Greatest Movie Ever Sold,2011,PG-13,90,73,0.6
2313,Higher Ground,2011,R,109,81,0.8
2314,Colombiana,2011,PG-13,108,27,36.7
2315,The Family Tree,2011,R,87,10,0.0037
2316,Our Idiot Brother,2011,R,90,67,24.8
2317,Seven Days in Utopia,2011,G,100,14,4.4
2318,Shark Night 3D,2011,PG-13,90,17,18.9
2319,Apollo 18,2011,PG-13,86,24,17.7
2320,Seeking Justice,2011,R,105,27,0.4
2321,Creature,2011,R,93,11,0.3
2322,Bucky Larson: Born to Be a Star,2011,R,97,0,2.3
2323,Warrior,2011,PG-13,140,83,13.7
2324,Contagion,2011,PG-13,106,84,75.6
2325,Drive,2011,R,100,93,35.1
2326,Straw Dogs,2011,R,110,41,10.3
2327,I Don't Know How She Does It,2011,PG-13,89,17,9.7
2328,Answers to Nothing,2011,R,124,9,0.022000000000000002
2329,Abduction,2011,PG-13,106,4,28.1
2330,A Bird of the Air,2011,PG-13,108,30,0.0102
2331,Dolphin Tale,2011,PG,113,82,72.3
2332,Moneyball,2011,PG-13,133,95,75.6
2333,Musical Chairs,2011,PG-13,102,37,0.0299
2334,Page One: Inside the New York Times,2011,R,92,79,1.1
2335,Margin Call,2011,R,107,88,5.4
2336,Dream House,2011,PG-13,92,6,21.3
2337,Red State,2011,R,88,58,1.0
2338,Courageous,2011,PG-13,129,30,34.5
2339,What's Your Number?,2011,R,106,23,14.0
2340,50/50,2011,R,100,94,35.0
2341,Munger Road,2011,PG-13,86,0,0.3
2342,Intruders,2011,R,100,31,0.0647
2343,Real Steel,2011,PG-13,127,60,85.5
2344,The Ides of March,2011,R,101,85,41.0
2345,Another Earth,2011,PG-13,92,63,1.3
2346,Footloose,2011,PG-13,113,70,51.8
2347,Texas Killing Fields,2011,R,105,33,0.0453
2348,The Big Year,2011,PG,100,40,7.2
2349,Addiction Incorporated,2011,PG-13,100,75,0.04
2350,The Thing,2011,R,103,35,16.9
2351,Johnny English Reborn,2011,PG,101,39,8.3
2352,We Need to Talk About Kevin,2011,R,112,76,1.7
2353,Trespass,2011,R,91,10,0.0168
2354,Paranormal Activity 3,2011,R,83,68,104.0
2355,The Three Musketeers,2011,PG-13,110,24,20.4
2356,The Music Never Stopped,2011,PG,105,65,0.3
2357,A Good Old Fashioned Orgy,2011,R,95,32,0.1
2358,Puss in Boots,2011,PG,90,84,149.2
2359,The Rum Diary,2011,R,120,50,13.1
2360,Anonymous,2011,PG-13,130,46,4.5
2361,The Double,2011,PG-13,98,20,0.1
2362,In Time,2011,PG-13,109,36,37.6
2363,Hide Away,2011,PG-13,88,42,0.0296
2364,Machine Gun Preacher,2011,R,129,29,0.5
2365,Tower Heist,2011,PG-13,104,68,78.0
2366,A Very Harold & Kumar 3D Christmas,2011,R,90,68,35.0
2367,Loosies,2011,PG-13,89,19,0.0033
2368,Take Shelter,2011,R,120,91,1.7
2369,Jack and Jill,2011,PG,91,3,74.2
2370,Immortals,2011,R,110,35,83.5
2371,J. Edgar,2011,R,137,43,37.3
2372,The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,117,24,281.3
2373,Arthur Christmas,2011,PG,97,92,46.4
2374,The Muppets,2011,PG,103,96,88.6
2375,Hugo,2011,PG,126,94,73.8
2376,The Deep Blue Sea,2011,R,98,79,1.1
2377,Another Happy Day,2011,R,119,45,0.0085
2378,The Sitter,2011,R,81,21,30.2
2379,The Descendants,2011,R,115,89,82.6
2380,New Year's Eve,2011,PG-13,113,7,54.5
2381,On the Ice,2011,R,96,67,0.0705
2382,Alvin and the Chipmunks: Chipwrecked,2011,G,87,12,133.1
2383,Sherlock Holmes: A Game of Shadows,2011,PG-13,129,59,186.8
2384,Young Adult,2011,R,94,80,16.3
2385,Martha Marcy May Marlene,2011,R,102,90,3.0
2386,Mission: Impossible - Ghost Protocol,2011,PG-13,133,93,209.4
2387,The Girl with the Dragon Tattoo,2011,R,158,86,102.5
2388,The Adventures of Tintin,2011,PG,107,75,77.6
2389,My Week with Marilyn,2011,R,99,83,14.6
2390,We Bought a Zoo,2011,PG,124,66,75.6
2391,The Darkest Hour,2011,PG-13,89,12,21.4
2392,War Horse,2011,PG-13,146,77,79.9
2393,Roadie,2011,R,95,72,0.0076
2394,Haywire,2011,R,93,80,18.9
2395,Extremely Loud & Incredibly Close,2011,PG-13,129,46,31.8
2396,The Artist,2011,PG-13,100,97,44.7
2397,The Grey,2011,R,117,79,51.5
2398,Like Crazy,2011,PG-13,90,72,3.4
2399,Circumstance,2011,R,107,86,0.5
2400,In the Land of Blood and Honey,2011,R,127,55,0.3
2401,Buck,2011,PG,88,89,4.0
2402,Ghost Rider: Spirit of Vengeance,2011,PG-13,96,17,51.8
2403,Corman's World: Exploits of a Hollywood Rebel,2011,R,95,92,0.006999999999999999
2404,Albert Nobbs,2011,R,113,56,3.0
2405,Rampart,2011,R,108,74,1.0
2406,Goon,2011,R,92,82,4.2
2407,Silent House,2011,R,86,41,12.6
2408,Puncture,2011,R,100,51,0.0671
2409,Jiro Dreams of Sushi,2011,PG,81,99,2.6
2410,Friends with Kids,2011,R,107,66,7.3
2411,Natural Selection,2011,R,90,71,0.0482
2412,Bellflower,2011,R,106,74,0.2
2413,The Trouble with Bliss,2011,PG-13,97,29,0.0109
2414,The Innkeepers,2011,R,101,79,0.0775
2415,Into the Abyss,2011,PG-13,107,91,0.2
2416,The Island President,2011,PG,101,98,0.0752
2417,Paul Williams Still Alive,2011,PG-13,87,97,0.0376
2418,The Raid: Redemption,2011,R,101,85,4.1
2419,Touchback,2011,PG-13,118,38,0.2
2420,The Divide,2011,R,112,25,0.018000000000000002
2421,Damsels in Distress,2011,PG-13,99,75,1.0
2422,Being Elmo: A Puppeteer's Journey,2011,PG,80,95,0.3
2423,Laugh at My Pain,2011,R,89,71,7.7
2424,Bully,2011,PG-13,98,84,44.7
2425,A Little Bit of Heaven,2011,PG-13,106,4,0.01
2426,Last Call at the Oasis,2011,PG-13,105,83,0.0408
2427,Kill the Irishman,2011,R,106,63,1.2
2428,"Jeff, Who Lives at Home",2011,R,83,78,4.2
2429,The Best Exotic Marigold Hotel,2011,PG-13,124,78,46.4
2430,God Bless America,2011,R,105,67,0.1
2431,Margaret,2011,R,150,74,0.0465
2432,Bernie,2011,PG-13,104,90,9.2
2433,Lovely Molly,2011,R,99,41,0.018000000000000002
2434,Neil Young Journeys,2011,PG,87,88,0.2
2435,Your Sister's Sister,2011,R,90,83,1.6
2436,Killer Joe,2011,R,102,78,0.9
2437,Revenge of the Electric Car,2011,PG-13,90,70,0.2
2438,I Melt with You,2011,R,129,12,0.006
2439,Undefeated,2011,PG-13,113,96,0.6
2440,Sound of My Voice,2011,R,85,75,0.4
2441,Terri,2011,R,105,86,0.7
2442,"Peace, Love, & Misunderstanding",2011,R,96,29,0.5
2443,Samsara,2011,PG-13,102,77,2.6
2444,The Good Doctor,2011,PG-13,93,66,0.0032
2445,The Day,2011,R,87,23,0.0205
2446,Diana Vreeland: The Eye Has to Travel,2011,PG-13,86,94,1.0
2447,10 Years,2011,PG-13,100,60,0.2
2448,The Oranges,2011,R,90,34,0.4
2449,Butter,2011,R,90,33,0.0709
2450,Comic-Con Episode IV: A Fan's Hope,2011,PG-13,88,83,0.0347
2451,4:44 Last Day on Earth,2011,R,82,48,0.0157
2452,Dorfman in Love,2011,R,92,15,0.0137
2453,October Baby,2011,PG-13,107,22,5.4
2454,Violet & Daisy,2011,R,88,22,0.01
2455,You're Next,2011,R,95,75,18.5
2456,Take Me Home,2011,PG-13,97,0,0.0154
2457,Cassadaga,2011,R,108,10,0.0017
2458,Forks Over Knives,2011,PG,90,61,1.0
2459,Fort McCoy,2011,R,100,50,0.0782
2460,The Devil Inside,2012,R,83,6,53.2
2461,Joyful Noise,2012,PG-13,118,33,30.9
2462,Contraband,2012,R,109,51,66.5
2463,Runaway Slave,2012,PG,108,0,0.0478
2464,Red Tails,2012,PG-13,125,40,49.5
2465,Carol Channing: Larger Than Life,2012,PG,87,89,0.0155
2466,Underworld: Awakening,2012,R,88,26,62.3
2467,LUV,2012,R,94,36,0.2
2468,One for the Money,2012,PG-13,91,2,26.4
2469,Tim and Eric's Billion Dollar Movie,2012,R,93,38,0.2
2470,Man on a Ledge,2012,PG-13,102,31,18.6
2471,An Inconsistent Truth,2012,PG,89,0,0.0528
2472,Chronicle,2012,PG-13,84,85,64.6
2473,Big Miracle,2012,PG,107,73,20.1
2474,The Vow,2012,PG-13,104,29,125.0
2475,Journey 2: The Mysterious Island,2012,PG,94,42,103.8
2476,Safe House,2012,R,115,53,126.1
2477,This Means War,2012,PG-13,103,26,54.8
2478,Act of Valor,2012,R,110,25,70.0
2479,Gone,2012,PG-13,94,11,11.7
2480,Good Deeds,2012,PG-13,110,31,35.0
2481,Wanderlust,2012,R,98,59,17.3
2482,Red Lights,2012,R,114,29,0.0493
2483,The Lorax,2012,PG,86,54,213.9
2484,Project X,2012,R,88,28,54.7
2485,ATM,2012,R,90,9,0.002
2486,John Carter,2012,PG-13,132,51,73.1
2487,A Thousand Words,2012,PG-13,91,0,18.4
2488,Brooklyn Castle,2012,PG,101,96,0.2
2489,The Do-Deca-Pentathlon,2012,R,76,74,0.01
2490,Big Star: Nothing Can Hurt Me,2012,PG-13,113,92,0.1
2491,21 Jump Street,2012,R,109,85,138.4
2492,The Hunger Games,2012,PG-13,142,84,408.0
2493,Mirror Mirror,2012,PG,106,49,64.9
2494,Meeting Evil,2012,R,89,13,0.000181
2495,Wrath of the Titans,2012,PG-13,99,25,83.6
2496,American Reunion,2012,R,113,43,56.7
2497,The Cabin in the Woods,2012,R,95,91,42.0
2498,The Three Stooges,2012,PG,92,51,44.3
2499,Blue Like Jazz,2012,PG-13,108,38,0.6
2500,Woman Thou Art Loosed: On the 7th Day,2012,PG-13,101,20,1.2
2501,Being Flynn,2012,R,102,51,0.5
2502,Think Like a Man,2012,PG-13,122,53,91.5
2503,Marley,2012,PG-13,144,95,1.4
2504,The Lucky One,2012,PG-13,101,20,60.4
2505,Jesus Henry Christ,2012,PG-13,92,24,0.0184
2506,To the Arctic 3D,2012,G,40,67,0.000712
2507,Jack & Diane,2012,R,110,13,0.001
2508,The Giant Mechanical Man,2012,PG-13,94,71,0.0054
2509,Safe,2012,R,94,57,17.1
2510,The Raven,2012,R,110,22,16.0
2511,The Pirates! Band of Misfits,2012,PG,88,86,31.1
2512,The Five-Year Engagement,2012,R,124,63,28.6
2513,The Avengers,2012,PG-13,143,92,623.3
2514,Dark Shadows,2012,PG-13,113,37,79.7
2515,Otter 501,2012,G,85,60,0.0129
2516,Casa de mi Padre,2012,R,84,42,5.9
2517,Piranha 3DD,2012,R,83,13,0.4
2518,The Dictator,2012,R,83,57,59.6
2519,Brake,2012,R,92,44,0.0043
2520,What to Expect When You're Expecting,2012,PG-13,110,22,41.1
2521,Crooked Arrows,2012,PG-13,105,38,1.7
2522,Battleship,2012,PG-13,131,34,65.2
2523,On the Road,2012,R,124,43,0.7
2524,Darling Companion,2012,PG-13,103,22,0.8
2525,Men in Black 3,2012,PG-13,106,69,179.0
2526,Snow White and the Huntsman,2012,PG-13,127,48,155.1
2527,Lola Versus,2012,R,87,35,0.3
2528,Prometheus,2012,R,124,73,126.5
2529,Madagascar 3: Europe's Most Wanted,2012,PG,93,79,216.4
2530,Ai Weiwei: Never Sorry,2012,R,91,97,0.5
2531,That's My Boy,2012,R,116,20,36.9
2532,Rock of Ages,2012,PG-13,123,41,38.5
2533,Battlefield America,2012,PG-13,106,8,0.2
2534,Lay the Favorite,2012,R,94,19,0.021
2535,Brave,2012,PG,93,78,237.3
2536,Seeking a Friend for the End of the World,2012,R,101,55,6.6
2537,The Last Ride,2012,PG-13,102,44,0.0163
2538,Abraham Lincoln: Vampire Hunter,2012,R,105,35,37.5
2539,People Like Us,2012,PG-13,114,55,12.4
2540,Magic Mike,2012,R,110,80,113.7
2541,Moonrise Kingdom,2012,PG-13,94,94,45.5
2542,Ted,2012,R,106,67,218.6
2543,Madea's Witness Protection,2012,PG-13,114,21,65.6
2544,The Amazing Spider-Man,2012,PG-13,136,72,262.0
2545,Katy Perry: Part of Me,2012,PG,93,77,25.3
2546,Beasts of the Southern Wild,2012,PG-13,93,86,12.8
2547,Cowgirls 'n Angels,2012,PG,92,0,0.1
2548,Savages,2012,R,131,51,47.3
2549,The Magic of Belle Isle,2012,PG,109,30,0.1
2550,To Rome with Love,2012,R,112,44,16.7
2551,The Obama Effect,2012,PG-13,85,0,0.1
2552,Ice Age: Continental Drift,2012,PG,88,37,161.3
2553,Soldiers of Fortune,2012,R,94,14,0.0388
2554,The Dark Knight Rises,2012,PG-13,165,87,448.1
2555,Something from Nothing: The Art of Rap,2012,R,106,92,0.3
2556,The Watch,2012,R,102,17,34.4
2557,Step Up Revolution,2012,PG-13,99,42,35.1
2558,Total Recall,2012,PG-13,118,30,58.9
2559,Diary of a Wimpy Kid: Dog Days,2012,PG,94,51,49.0
2560,Nitro Circus: The Movie,2012,PG-13,92,6,3.4
2561,Hope Springs,2012,PG-13,100,74,63.5
2562,About Cherry,2012,R,98,10,0.0028
2563,No,2012,R,118,93,2.3
2564,The Campaign,2012,R,85,64,86.9
2565,Girl in Progress,2012,PG-13,93,30,2.6
2566,The Bourne Legacy,2012,PG-13,135,55,113.2
2567,The Odd Life of Timothy Green,2012,PG,105,34,51.9
2568,ParaNorman,2012,PG,92,87,56.0
2569,Why Stop Now?,2012,R,85,24,0.0016
2570,Sparkle,2012,PG-13,116,57,24.4
2571,The Expendables 2,2012,R,103,65,85.0
2572,Hit and Run,2012,R,100,49,13.7
2573,Celeste & Jesse Forever,2012,R,92,70,3.1
2574,Premium Rush,2012,PG-13,91,75,20.3
2575,The Apparition,2012,PG-13,82,3,4.9
2576,2016: Obama's America,2012,PG,87,26,33.3
2577,The Babymakers,2012,R,95,8,0.0052
2578,The Oogieloves in the Big Balloon Adventure,2012,G,88,27,1.1
2579,Lawless,2012,R,116,67,37.4
2580,The Possession,2012,PG-13,92,40,49.1
2581,Bachelorette,2012,R,87,56,0.4
2582,Stolen,2012,R,96,16,0.3
2583,V/H/S,2012,R,116,55,0.0998
2584,Nobody Walks,2012,R,83,38,0.025
2585,Ruby Sparks,2012,R,104,79,2.5
2586,Branded,2012,R,106,10,0.4
2587,The Cold Light of Day,2012,PG-13,93,5,3.7
2588,The Words,2012,PG-13,102,22,11.4
2589,Arbitrage,2012,R,107,87,7.9
2590,Last Ounce of Courage,2012,PG,101,0,3.3
2591,Resident Evil: Retribution,2012,R,96,31,42.3
2592,Robot & Frank,2012,PG-13,89,86,3.3
2593,Dredd,2012,R,95,78,13.4
2594,The Master,2012,R,144,85,16.2
2595,Trouble with the Curve,2012,PG-13,111,50,35.8
2596,Head Games,2012,PG-13,95,88,0.0141
2597,House at the End of the Street,2012,PG-13,101,10,31.6
2598,My Uncle Rafael,2012,PG-13,102,20,0.2
2599,Backwards,2012,PG,89,28,0.0615
2600,End of Watch,2012,R,109,85,41.0
2601,Compliance,2012,R,90,89,0.3
2602,Looper,2012,R,119,93,66.3
2603,Hotel Transylvania,2012,PG,91,44,148.3
2604,Trade of Innocents,2012,PG-13,88,0,0.0151
2605,Won't Back Down,2012,PG,121,32,5.3
2606,Nature Calls,2012,R,79,5,0.00038199999999999996
2607,Escape Fire: The Fight to Rescue American Healthcare,2012,PG-13,95,81,0.0973
2608,Pitch Perfect,2012,PG-13,112,81,61.1
2609,Frankenweenie,2012,PG,87,87,35.3
2610,Liberal Arts,2012,PG-13,97,70,0.3
2611,Argo,2012,R,120,96,136.0
2612,Atlas Shrugged II: The Strike,2012,PG-13,111,4,3.3
2613,The Perks of Being a Wallflower,2012,PG-13,102,85,17.7
2614,Here Comes the Boom,2012,PG,105,38,45.3
2615,Least Among Saints,2012,R,107,36,0.027999999999999997
2616,Sinister,2012,R,110,62,48.1
2617,The Paperboy,2012,R,107,43,0.7
2618,Just 45 Minutes from Broadway,2012,R,110,10,0.0886
2619,Safety Not Guaranteed,2012,R,86,90,4.0
2620,Paranormal Activity 4,2012,R,88,24,53.9
2621,Alex Cross,2012,PG-13,101,12,25.9
2622,Hating Breitbart,2012,PG-13,85,0,0.0814
2623,Universal Soldier: Day of Reckoning,2012,R,114,51,0.0052
2624,Chasing Mavericks,2012,PG,116,31,6.0
2625,Silent Hill: Revelation 3D,2012,R,95,5,17.5
2626,Fun Size,2012,PG-13,86,25,9.4
2627,Cloud Atlas,2012,R,172,66,27.1
2628,Long Shot: The Kevin Laue Story,2012,PG-13,93,67,0.0284
2629,The Man with the Iron Fists,2012,R,95,49,15.6
2630,Flight,2012,R,138,77,93.7
2631,"For a Good Time, Call...",2012,R,85,55,1.2
2632,Vamps,2012,PG-13,92,53,0.003
2633,Wreck-It Ralph,2012,PG,101,86,189.4
2634,Save the Date,2012,R,97,46,0.0038
2635,Deadfall,2012,R,95,32,0.0658
2636,Grassroots,2012,R,98,52,0.0065
2637,Skyfall,2012,PG-13,143,92,304.4
2638,The Sessions,2012,R,95,93,6.0
2639,30 Beats,2012,R,88,5,0.0147
2640,The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,115,48,292.3
2641,Lincoln,2012,PG-13,150,90,182.2
2642,Rise of the Guardians,2012,PG,97,74,103.4
2643,Life of Pi,2012,PG,127,87,125.0
2644,The Bay,2012,R,84,77,0.0305
2645,Red Dawn,2012,PG-13,93,12,44.8
2646,West of Memphis,2012,R,147,95,0.3
2647,A Late Quartet,2012,R,105,78,1.6
2648,Mansome,2012,PG-13,82,25,0.0184
2649,The Collection,2012,R,82,37,6.8
2650,Killing Them Softly,2012,R,97,75,15.0
2651,Silent Night,2012,R,94,64,0.0097
2652,Playing for Keeps,2012,PG-13,105,3,13.1
2653,Waiting for Lightning,2012,PG-13,96,43,0.0195
2654,Smashed,2012,R,81,84,0.4
2655,The Hobbit: An Unexpected Journey,2012,PG-13,169,64,303.0
2656,Chasing Ice,2012,PG-13,75,96,1.3
2657,Hitchcock,2012,PG-13,98,62,6.0
2658,The Guilt Trip,2012,PG-13,95,12,25.9
2659,Cirque du Soleil: Worlds Away,2012,PG,91,47,12.5
2660,Jack Reacher,2012,PG-13,130,62,80.0
2661,This Is 40,2012,R,134,51,67.5
2662,Parental Guidance,2012,PG,105,18,77.3
2663,Django Unchained,2012,R,165,88,162.8
2664,Silver Linings Playbook,2012,R,122,92,132.1
2665,Les Misérables,2012,PG-13,158,70,148.8
2666,Promised Land,2012,R,106,51,7.5
2667,The Impossible,2012,PG-13,114,81,19.0
2668,Zero Dark Thirty,2012,R,157,93,95.7
2669,John Dies at the End,2012,R,99,61,0.1
2670,Hello I Must Be Going,2012,R,95,74,0.0838
2671,Girls Against Boys,2012,R,93,19,0.0061
2672,Stand Up Guys,2012,R,95,38,3.3
2673,Bullet to the Head,2012,R,92,46,9.5
2674,The First Time,2012,PG-13,95,47,0.0171
2675,The Package,2012,R,95,0,0.0011
2676,To the Wonder,2012,R,112,45,0.6
2677,A Place at the Table,2012,PG,84,90,0.2
2678,Don't Stop Believin': Everyman's Journey,2012,R,105,62,0.0596
2679,Greedy Lying Bastards,2012,PG-13,90,69,0.045
2680,A Glimpse Inside the Mind of Charles Swan III,2012,R,86,15,0.0356
2681,Spring Breakers,2012,R,94,66,14.1
2682,Kiss of the Damned,2012,R,97,58,0.0143
2683,Sleepwalk with Me,2012,PG-13,81,83,2.3
2684,The Brass Teapot,2012,R,101,33,0.0066
2685,The Lords of Salem,2012,R,101,45,1.2
2686,The Place Beyond the Pines,2012,R,140,80,21.4
2687,Filly Brown,2012,R,80,45,2.8
2688,The Company You Keep,2012,R,125,55,5.1
2689,At Any Price,2012,R,105,51,0.4
2690,Stuck in Love,2012,R,97,58,0.079
2691,The Iceman,2012,R,106,66,1.9
2692,What Maisie Knew,2012,R,99,87,1.1
2693,The Reluctant Fundamentalist,2012,R,130,53,0.5
2694,No Place on Earth,2012,PG-13,83,79,0.2
2695,No One Lives,2012,R,86,49,0.0721
2696,Mud,2012,PG-13,130,98,21.6
2697,Disconnect,2012,R,115,68,1.4
2698,Red Hook Summer,2012,R,121,58,0.3
2699,Byzantium,2012,R,118,63,0.0843
2700,It's a Disaster,2012,R,88,77,0.0572
2701,Tiger Eyes,2012,PG-13,92,66,0.0252
2702,Évocateur: The Morton Downey Jr. Movie,2012,R,90,90,0.0215
2703,Arthur Newman,2012,R,101,20,0.2
2704,Much Ado About Nothing,2012,PG-13,109,84,4.3
2705,Frances Ha,2012,R,86,93,4.1
2706,Venus and Serena,2012,PG-13,99,77,0.051
2707,Girl Most Likely,2012,PG-13,103,21,1.4
2708,Emperor,2012,PG-13,105,31,3.3
2709,Jayne Mansfield's Car,2012,R,122,34,0.0143
2710,Any Day Now,2012,R,98,79,0.2
2711,Thanks for Sharing,2012,R,112,49,1.1
2712,The Citizen,2012,PG-13,99,0,0.0243
2713,Best Man Down,2012,PG-13,89,33,0.0018
2714,The Summit,2012,R,95,61,0.2
2715,Great Expectations,2012,PG-13,128,64,0.3
2716,Bettie Page Reveals All,2012,R,101,72,0.1
2717,The Girl,2012,PG-13,95,53,0.0342
2718,For No Good Reason,2012,R,89,63,0.0671
2719,Aftershock,2012,R,89,35,0.0402
